Episode,Reward,Length,SmoothedLengthEMA
678,-171.5637,405,748.3120
679,140.5367,1000,760.8964
680,171.1947,1000,772.8516
681,131.8924,1000,784.2090
682,175.7794,1000,794.9986
683,122.0573,1000,805.2487
684,-26.9084,317,780.8362
685,153.6440,1000,791.7944
686,124.4775,1000,802.2047
687,138.6858,1000,812.0945
688,134.5035,1000,821.4897
689,135.6596,1000,830.4152
690,152.6353,1000,838.8945
691,77.5261,1000,846.9498
692,91.5215,1000,854.6023
693,142.4814,1000,861.8722
694,122.9640,1000,868.7786
695,1.4210,1000,875.3396
696,52.7730,1000,881.5726
697,52.8682,1000,887.4940
698,0.1722,240,855.1193
699,13.2576,274,826.0633
700,147.2302,1000,834.7602
701,35.9529,1000,843.0222
702,190.5084,687,835.2211
703,100.5765,1000,843.4600
704,145.0527,1000,851.2870
705,122.2314,1000,858.7227
706,149.6753,1000,865.7865
707,-3.0059,269,835.9472
708,-20.7243,322,810.2498
709,142.1136,1000,819.7373
710,-36.6060,255,791.5005
711,-187.3881,359,769.8755
712,-58.3158,310,746.8817
713,-39.0419,241,721.5876
714,2.6508,298,700.4082
715,9.7674,249,677.8378
716,-32.8719,290,658.4459
717,213.6437,684,659.7236
718,-8.8339,271,640.2874
719,180.1402,990,657.7731
720,-47.4012,383,644.0344
721,10.2712,215,622.5827
722,158.4323,1000,641.4536
723,163.1387,629,640.8309
724,-55.1117,315,624.5393
725,-68.9997,261,606.3624
726,266.5171,390,595.5443
727,188.8053,932,612.3670
728,253.6337,683,615.8987
729,-49.4787,256,597.9038
730,-12.7799,420,589.0086
731,225.4223,371,578.1081
732,-16.8844,216,560.0027
733,201.7583,507,557.3526
734,8.4772,270,542.9850
735,13.0352,284,530.0357
736,-61.0306,296,518.3339
737,214.1693,619,523.3672
738,12.9891,287,511.5489
739,-13.7607,257,498.8214
740,0.6103,332,490.4804
741,238.5027,462,489.0563
742,225.4665,399,484.5535
743,-42.5480,250,472.8258
744,213.7470,678,483.0846
745,205.8617,360,476.9303
746,183.7091,480,477.0838
747,9.9946,316,469.0296
748,231.4190,310,461.0781
749,38.3718,270,451.5242
750,27.7414,314,444.6480
751,24.2288,279,436.3656
752,231.6552,338,431.4473
753,265.9557,345,427.1250
754,121.1165,540,432.7687
755,280.6333,792,450.7303
756,-2.4541,282,442.2938
